Return_ID,Return_Date,Return_Reason,Return_Status,Approval_Date,Return_Notes,Customer_account_ID
RET000288,2023-10-18,Duplicate purchase,Approved,2023-10-25,Customer requested return. Condition noted.,CST000675
RET000289,2022-11-16,Wrong item delivered,Rejected,2022-11-22,Customer requested return. Condition noted.,CST001972
RET000290,2023-12-25,Product not as described,Processing,,Customer requested return. Condition noted.,CST002010
RET000291,2023-01-02,Better price found elsewhere,Approved,2023-01-04,Customer requested return. Condition noted.,CST001637
RET000292,2025-12-31,Product not as described,Approved,2026-01-06,Customer requested return. Condition noted.,CST001584
RET000293,2022-01-25,Wrong item delivered,Approved,2022-01-29,Customer requested return. Condition noted.,CST000890
RET000294,2024-08-15,Duplicate purchase,Processing,,Customer requested return. Condition noted.,CST001201
RET000295,2025-03-05,Better price found elsewhere,Approved,2025-03-08,Customer requested return. Condition noted.,CST002371
RET000296,2025-06-09,Product not as described,Approved,2025-06-10,Customer requested return. Condition noted.,CST000608
RET000297,2024-03-12,Defective product,Pending,,Customer requested return. Condition noted.,CST000268
RET000298,2023-02-10,Better price found elsewhere,Approved,2023-02-11,Customer requested return. Condition noted.,CST000521
RET000299,2023-09-23,Incompatible with device,Rejected,2023-09-26,Customer requested return. Condition noted.,CST002572
RET000300,2025-04-21,Better price found elsewhere,Processing,,Customer requested return. Condition noted.,CST000862
RET000301,2023-11-28,Defective product,Pending,,Customer requested return. Condition noted.,CST000531
RET000302,2022-07-29,Product not as described,Rejected,2022-08-03,Customer requested return. Condition noted.,CST002369
RET000303,2023-06-11,Damaged during shipping,Rejected,2023-06-16,Customer requested return. Condition noted.,CST001536
RET000304,2023-09-17,Defective product,Approved,2023-09-24,Customer requested return. Condition noted.,CST002118
RET000305,2022-03-28,Incompatible with device,Approved,2022-04-02,Customer requested return. Condition noted.,CST001506
RET000306,2022-05-05,Changed mind,Processing,,Customer requested return. Condition noted.,CST002384
RET000307,2023-01-14,Wrong item delivered,Approved,2023-01-15,Customer requested return. Condition noted.,CST000456
RET000308,2024-12-25,Changed mind,Pending,,Customer requested return. Condition noted.,CST002563
RET000309,2022-10-20,Incompatible with device,Approved,2022-10-23,Customer requested return. Condition noted.,CST001916
RET000310,2024-03-01,Product not as described,Approved,2024-03-07,Customer requested return. Condition noted.,CST000224
RET000311,2022-04-30,Changed mind,Approved,2022-05-01,Customer requested return. Condition noted.,CST001948
RET000312,2022-11-30,Changed mind,Approved,2022-12-07,Customer requested return. Condition noted.,CST001686
RET000313,2024-07-16,Defective product,Approved,2024-07-21,Customer requested return. Condition noted.,CST000397
RET000314,2025-11-24,Duplicate purchase,Processing,,Customer requested return. Condition noted.,CST000645
RET000315,2024-08-25,Duplicate purchase,Approved,2024-08-26,Customer requested return. Condition noted.,CST000992
RET000316,2025-10-14,Changed mind,Approved,2025-10-17,Customer requested return. Condition noted.,CST002203
RET000317,2023-09-06,Defective product,Approved,2023-09-11,Customer requested return. Condition noted.,CST002454
RET000318,2023-06-06,Damaged during shipping,Processing,,Customer requested return. Condition noted.,CST002930
RET000319,2024-12-22,Better price found elsewhere,Approved,2024-12-23,Customer requested return. Condition noted.,CST001755
RET000320,2024-07-28,Better price found elsewhere,Approved,2024-08-04,Customer requested return. Condition noted.,CST002482
RET000321,2024-05-06,Better price found elsewhere,Approved,2024-05-09,Customer requested return. Condition noted.,CST000802
RET000322,2025-08-20,Wrong item delivered,Pending,,Customer requested return. Condition noted.,CST000256
RET000323,2022-08-05,Duplicate purchase,Approved,2022-08-11,Customer requested return. Condition noted.,CST001243
RET000324,2023-02-06,Wrong item delivered,Approved,2023-02-08,Customer requested return. Condition noted.,CST002020
RET000325,2022-02-16,Better price found elsewhere,Approved,2022-02-22,Customer requested return. Condition noted.,CST000888
RET000326,2025-05-07,Duplicate purchase,Rejected,2025-05-09,Customer requested return. Condition noted.,CST002428
RET000327,2022-10-14,Changed mind,Approved,2022-10-21,Customer requested return. Condition noted.,CST001477
RET000328,2025-10-19,Incompatible with device,Approved,2025-10-20,Customer requested return. Condition noted.,CST000578
RET000329,2025-11-09,Damaged during shipping,Rejected,2025-11-16,Customer requested return. Condition noted.,CST000479
RET000330,2024-10-24,Wrong item delivered,Approved,2024-10-25,Customer requested return. Condition noted.,CST000413
RET000331,2023-04-02,Wrong item delivered,Pending,,Customer requested return. Condition noted.,CST002249
RET000332,2024-11-02,Product not as described,Rejected,2024-11-08,Customer requested return. Condition noted.,CST001949
RET000333,2022-05-28,Changed mind,Rejected,2022-05-29,Customer requested return. Condition noted.,CST002050
RET000334,2022-03-01,Wrong item delivered,Pending,,Customer requested return. Condition noted.,CST002089
RET000335,2024-02-18,Incompatible with device,Approved,2024-02-19,Customer requested return. Condition noted.,CST000473
RET000336,2024-12-19,Defective product,Processing,,Customer requested return. Condition noted.,CST000715
RET000337,2025-01-02,Wrong item delivered,Approved,2025-01-05,Customer requested return. Condition noted.,CST001492
RET000338,2023-11-30,Product not as described,Approved,2023-12-03,Customer requested return. Condition noted.,CST001182
RET000339,2025-02-02,Wrong item delivered,Pending,,Customer requested return. Condition noted.,CST000332
RET000340,2022-08-10,Damaged during shipping,Rejected,2022-08-15,Customer requested return. Condition noted.,CST000218
RET000341,2024-06-09,Better price found elsewhere,Approved,2024-06-14,Customer requested return. Condition noted.,CST001157
RET000342,2025-07-10,Incompatible with device,Approved,2025-07-13,Customer requested return. Condition noted.,CST000692
RET000343,2024-07-18,Wrong item delivered,Rejected,2024-07-22,Customer requested return. Condition noted.,CST001165
RET000344,2025-08-23,Wrong item delivered,Pending,,Customer requested return. Condition noted.,CST000100
RET000345,2024-03-23,Better price found elsewhere,Rejected,2024-03-26,Customer requested return. Condition noted.,CST002575
RET000346,2024-01-31,Incompatible with device,Approved,2024-02-04,Customer requested return. Condition noted.,CST002771
RET000347,2023-05-05,Duplicate purchase,Approved,2023-05-12,Customer requested return. Condition noted.,CST000813
RET000348,2023-05-03,Defective product,Approved,2023-05-07,Customer requested return. Condition noted.,CST001512
RET000349,2022-12-26,Duplicate purchase,Pending,,Customer requested return. Condition noted.,CST000082
RET000350,2022-08-25,Product not as described,Approved,2022-08-27,Customer requested return. Condition noted.,CST002889
RET000351,2023-09-12,Product not as described,Approved,2023-09-19,Customer requested return. Condition noted.,CST000194
RET000352,2022-12-05,Duplicate purchase,Approved,2022-12-11,Customer requested return. Condition noted.,CST002954
RET000353,2023-05-04,Damaged during shipping,Approved,2023-05-11,Customer requested return. Condition noted.,CST000763
RET000354,2022-09-10,Damaged during shipping,Rejected,2022-09-13,Customer requested return. Condition noted.,CST000170
RET000355,2022-04-20,Defective product,Approved,2022-04-27,Customer requested return. Condition noted.,CST002295
RET000356,2025-12-15,Better price found elsewhere,Processing,,Customer requested return. Condition noted.,CST000410
RET000357,2024-12-11,Product not as described,Approved,2024-12-12,Customer requested return. Condition noted.,CST002772
RET000358,2025-04-27,Product not as described,Approved,2025-05-04,Customer requested return. Condition noted.,CST002435
RET000359,2022-12-19,Duplicate purchase,Approved,2022-12-20,Customer requested return. Condition noted.,CST000419
RET000360,2024-08-11,Product not as described,Processing,,Customer requested return. Condition noted.,CST000556
RET000361,2023-12-15,Wrong item delivered,Processing,,Customer requested return. Condition noted.,CST000758
RET000362,2025-10-31,Changed mind,Approved,2025-11-01,Customer requested return. Condition noted.,CST002315
RET000363,2022-07-09,Damaged during shipping,Pending,,Customer requested return. Condition noted.,CST000472
RET000364,2024-10-05,Product not as described,Processing,,Customer requested return. Condition noted.,CST002797
RET000365,2025-03-28,Duplicate purchase,Approved,2025-03-30,Customer requested return. Condition noted.,CST002886
RET000366,2023-06-06,Wrong item delivered,Rejected,2023-06-13,Customer requested return. Condition noted.,CST000984
RET000367,2022-12-29,Defective product,Rejected,2023-01-02,Customer requested return. Condition noted.,CST002582
RET000368,2024-04-13,Better price found elsewhere,Approved,2024-04-14,Customer requested return. Condition noted.,CST002779
RET000369,2022-10-04,Product not as described,Processing,,Customer requested return. Condition noted.,CST000210
RET000370,2022-03-22,Incompatible with device,Pending,,Customer requested return. Condition noted.,CST000325
RET000371,2022-08-10,Defective product,Approved,2022-08-11,Customer requested return. Condition noted.,CST002570
RET000372,2022-10-02,Product not as described,Approved,2022-10-05,Customer requested return. Condition noted.,CST001244
RET000373,2024-08-25,Better price found elsewhere,Pending,,Customer requested return. Condition noted.,CST002729
RET000374,2025-04-03,Product not as described,Approved,2025-04-10,Customer requested return. Condition noted.,CST002849
RET000375,2024-06-10,Defective product,Processing,,Customer requested return. Condition noted.,CST001502
RET000376,2023-06-10,Better price found elsewhere,Approved,2023-06-13,Customer requested return. Condition noted.,CST002942
RET000377,2022-12-23,Changed mind,Processing,,Customer requested return. Condition noted.,CST001506
RET000378,2023-04-28,Damaged during shipping,Pending,,Customer requested return. Condition noted.,CST000195
RET000379,2023-01-25,Product not as described,Approved,2023-01-28,Customer requested return. Condition noted.,CST001655
RET000380,2025-12-30,Defective product,Pending,,Customer requested return. Condition noted.,CST002505
RET000381,2022-02-07,Duplicate purchase,Approved,2022-02-12,Customer requested return. Condition noted.,CST001669
RET000382,2025-01-09,Duplicate purchase,Approved,2025-01-14,Customer requested return. Condition noted.,CST001545
RET000383,2023-01-12,Damaged during shipping,Approved,2023-01-16,Customer requested return. Condition noted.,CST001105
RET000384,2025-07-17,Defective product,Approved,2025-07-18,Customer requested return. Condition noted.,CST001997
RET000385,2022-09-06,Wrong item delivered,Approved,2022-09-09,Customer requested return. Condition noted.,CST001123
RET000386,2023-08-14,Incompatible with device,Approved,2023-08-15,Customer requested return. Condition noted.,CST001145
RET000387,2023-06-20,Defective product,Processing,,Customer requested return. Condition noted.,CST001401
RET000388,2025-07-29,Better price found elsewhere,Approved,2025-08-04,Customer requested return. Condition noted.,CST001438
RET000389,2025-08-30,Incompatible with device,Approved,2025-09-05,Customer requested return. Condition noted.,CST001819
